,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
22139,25-Mar-19,22:50:00,1,0,0,11,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0
22149,25-Mar-19,23:00:00,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
22159,25-Mar-19,23:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,4
22169,25-Mar-19,23:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0
22179,25-Mar-19,23:30:00,3,0,0,2,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22189,25-Mar-19,23:40:00,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22199,25-Mar-19,23:50:00,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0
22209,26-Mar-19,0:00:00,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0
22219,26-Mar-19,0:10:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,0,0,0,0,0,0
22229,26-Mar-19,0:20:00,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
22239,26-Mar-19,0:30:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22249,26-Mar-19,0:40:00,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
22259,26-Mar-19,0:50:00,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22269,26-Mar-19,1:00:00,1,5,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0
22279,26-Mar-19,1:10:00,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22289,26-Mar-19,1:20:00,6,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0
22299,26-Mar-19,1:30:00,12,0,0,0,0,1,0,0,5,0,2,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22309,26-Mar-19,1:40:00,0,1,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22319,26-Mar-19,1:50:00,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,2,3,0,0
22329,26-Mar-19,2:00:00,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,42,0,0,0,3,0,0,0
22339,26-Mar-19,2:10:00,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,11,0,6,0,0,0,0,0,0,15,2,0,0,0,0,0,0
22349,26-Mar-19,2:20:00,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0
22359,26-Mar-19,2:30:00,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,24,0,7,13,0,2,0,0,0,3
22369,26-Mar-19,2:40:00,0,0,0,2,0,7,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,1,30,0,4,7,0,5,0,0,0,0
22379,26-Mar-19,2:50:00,12,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,11,1,0,0,0,8,9,0,0,2,0,0,0,0,0,0
22389,26-Mar-19,3:00:00,1,0,3,2,0,1,0,1,0,0,0,0,8,0,0,0,0,2,0,0,0,1,10,0,14,1,0,0,0,0,2,0
22399,26-Mar-19,3:10:00,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0
22409,26-Mar-19,3:20:00,0,4,0,7,0,12,0,0,4,5,4,0,0,0,0,9,10,5,0,0,0,0,0,0,1,9,0,0,0,0,0,3
22419,26-Mar-19,3:30:00,2,0,1,0,4,0,0,1,0,4,2,0,5,0,0,0,20,0,0,0,0,0,8,0,2,1,0,0,0,0,0,0
22429,26-Mar-19,3:40:00,14,0,0,0,3,0,0,2,0,0,0,1,8,0,0,0,8,0,0,0,0,0,3,0,3,2,0,0,10,0,0,0
22439,26-Mar-19,3:50:00,0,0,0,9,1,0,0,2,0,3,0,0,0,0,0,0,8,0,0,2,0,0,11,0,17,27,0,0,0,0,0,0
22449,26-Mar-19,4:00:00,0,8,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,1
22459,26-Mar-19,4:10:00,0,19,0,0,0,17,0,2,1,0,2,0,14,0,0,0,0,2,0,0,0,25,0,0,0,0,0,0,0,2,0,0
22469,26-Mar-19,4:20:00,0,0,2,0,0,4,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,0,0,4,0,0,0,0
22479,26-Mar-19,4:30:00,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,1,0,0,0,3,0,14,10,0,0,0,0,0,0,0
22489,26-Mar-19,4:40:00,0,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0
22499,26-Mar-19,4:50:00,0,0,0,8,0,37,1,0,0,0,0,0,0,2,0,0,4,3,0,0,2,0,0,0,25,3,0,0,3,0,7,0
22509,26-Mar-19,5:00:00,4,0,0,1,0,34,5,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
22519,26-Mar-19,5:10:00,0,15,0,0,0,13,0,3,4,3,3,0,20,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0
22529,26-Mar-19,5:20:00,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,9,5,4,0,0,0,0,0,0
22539,26-Mar-19,5:30:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
22549,26-Mar-19,5:40:00,0,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,9,0,0,12,0,0,2,0,0,0,0,0,0,0
22559,26-Mar-19,5:50:00,0,15,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,8,0,0,17,0,0,18,0,0,0,3,0,0,2
22569,26-Mar-19,6:00:00,0,1,0,0,0,0,0,10,0,0,5,0,2,0,0,2,0,0,7,0,0,11,0,0,4,6,0,0,3,0,0,0
22579,26-Mar-19,6:10:00,0,0,0,3,0,0,0,0,4,0,0,0,15,6,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0
22589,26-Mar-19,6:20:00,0,2,0,5,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
22599,26-Mar-19,6:30:00,0,4,0,0,1,13,1,11,2,2,1,0,5,0,0,0,13,19,0,0,0,0,5,2,14,2,0,0,0,0,0,0
22609,26-Mar-19,6:40:00,0,0,0,0,0,0,3,3,0,2,6,0,12,0,0,0,16,7,1,0,0,0,24,7,6,0,7,0,0,0,1,3
22619,26-Mar-19,6:50:00,0,2,0,0,0,0,11,0,3,6,0,0,4,0,0,2,11,15,12,0,0,0,13,16,0,0,2,7,3,0,0,3
22629,26-Mar-19,7:00:00,0,0,0,0,0,0,2,3,2,0,0,0,19,0,0,0,0,1,0,0,0,0,7,54,2,11,0,0,5,0,0,0
22639,26-Mar-19,7:10:00,0,0,3,0,0,0,2,21,2,0,5,1,1,0,1,0,0,39,0,0,2,0,0,6,9,1,0,0,0,0,0,0
22649,26-Mar-19,7:20:00,0,0,0,1,0,8,0,30,0,0,16,0,9,4,0,0,3,1,2,0,0,0,21,4,1,1,0,10,0,0,0,0
22659,26-Mar-19,7:30:00,0,3,0,3,0,12,0,46,2,2,12,4,2,6,0,6,16,13,0,0,0,0,1,0,0,0,0,13,0,0,0,13
22669,26-Mar-19,7:40:00,0,3,0,1,4,2,0,25,3,0,0,0,16,11,0,0,0,1,0,0,0,0,0,0,17,6,0,10,0,0,0,8
22679,26-Mar-19,7:50:00,0,30,0,14,0,0,0,23,2,0,0,3,4,6,0,0,0,6,0,0,0,23,0,0,14,2,0,0,0,0,0,0
22689,26-Mar-19,8:00:00,0,5,0,2,10,0,0,10,2,0,0,0,11,0,2,0,0,2,0,0,0,7,0,0,0,4,0,0,1,0,0,0
22699,26-Mar-19,8:10:00,0,3,0,0,0,0,0,14,0,0,0,0,2,16,0,0,0,4,0,0,1,0,0,0,0,6,0,0,10,2,0,0
22709,26-Mar-19,8:20:00,0,11,0,0,1,0,0,17,2,0,0,2,11,2,0,6,13,0,0,0,10,0,0,0,0,4,0,0,2,4,0,0
22719,26-Mar-19,8:30:00,0,0,0,17,0,0,0,23,1,0,15,0,24,3,0,2,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
22729,26-Mar-19,8:40:00,0,0,0,24,2,0,0,23,2,2,15,0,1,11,0,0,0,0,6,0,0,0,3,0,0,1,13,0,0,0,0,0
22739,26-Mar-19,8:50:00,7,0,0,12,1,0,0,11,0,7,0,0,18,0,0,0,0,3,0,0,0,12,13,16,0,0,0,0,5,0,0,0
22749,26-Mar-19,9:00:00,0,0,0,18,1,14,0,8,4,8,0,1,15,5,2,0,1,13,0,2,0,0,0,16,7,13,7,14,0,0,0,0
22759,26-Mar-19,9:10:00,0,0,13,14,0,8,0,3,5,6,0,4,0,7,0,0,11,15,0,0,14,12,2,7,26,14,17,20,0,0,2,0
22769,26-Mar-19,9:20:00,0,0,13,12,5,15,0,17,0,0,0,5,10,4,2,0,0,2,3,0,0,0,16,11,7,0,0,1,0,2,7,2
22779,26-Mar-19,9:30:00,6,24,23,6,9,12,1,19,0,0,18,14,34,6,2,2,0,19,4,0,0,0,13,0,10,0,0,14,0,6,3,12
22789,26-Mar-19,9:40:00,12,12,10,19,26,5,8,12,0,9,15,6,24,14,0,6,14,0,5,0,6,0,11,5,5,9,16,3,14,11,7,15
22799,26-Mar-19,9:50:00,1,7,8,22,0,7,1,26,0,5,17,4,19,17,1,8,7,11,5,0,18,8,0,0,7,6,11,0,14,0,17,0
22809,26-Mar-19,10:00:00,5,7,23,24,5,2,8,24,2,3,13,23,18,5,6,16,6,8,16,14,5,8,13,3,10,24,23,9,18,8,15,3
22819,26-Mar-19,10:10:00,10,10,6,17,7,13,14,14,12,7,11,9,2,5,2,4,2,6,6,20,4,8,9,15,11,15,2,9,6,9,12,5
22829,26-Mar-19,10:20:00,3,0,3,9,7,9,13,13,2,0,4,7,7,2,22,2,3,11,2,7,1,4,9,0,12,20,4,12,8,2,7,5
22839,26-Mar-19,10:30:00,1,8,0,7,0,0,3,15,1,0,12,5,15,4,22,6,3,5,0,2,0,8,0,0,12,1,1,7,8,2,2,4
22849,26-Mar-19,10:40:00,0,2,0,1,0,8,2,14,0,7,5,0,6,0,0,20,0,7,0,0,3,6,0,2,10,13,0,8,5,0,9,0
22859,26-Mar-19,10:50:00,4,3,0,0,2,1,16,11,2,2,4,0,8,0,0,2,0,12,1,0,1,1,7,5,12,6,3,3,10,0,5,0
22869,26-Mar-19,11:00:00,0,0,1,0,8,0,10,8,0,0,13,0,4,0,0,0,1,4,1,0,0,0,11,7,2,13,1,0,9,0,0,0
22879,26-Mar-19,11:10:00,0,1,0,0,3,0,0,11,0,0,3,0,6,0,0,0,1,4,0,0,0,0,0,0,6,3,0,0,3,0,0,0
22889,26-Mar-19,11:20:00,0,0,0,0,0,0,1,16,2,0,0,0,0,0,0,4,36,13,2,0,7,0,0,2,14,0,0,0,7,0,0,0
22899,26-Mar-19,11:30:00,0,0,0,0,0,0,0,5,0,2,0,0,8,0,0,0,4,1,0,0,4,0,0,8,12,10,0,0,1,0,0,0
22909,26-Mar-19,11:40:00,0,5,0,0,0,0,0,6,2,0,0,0,1,0,0,3,13,8,0,0,0,0,0,9,8,2,0,0,0,3,0,1
22919,26-Mar-19,11:50:00,0,1,9,0,0,0,0,3,0,0,0,0,1,2,0,27,0,4,0,0,1,0,11,5,5,3,0,0,6,0,0,0
22929,26-Mar-19,12:00:00,0,0,0,0,0,0,0,10,3,0,3,0,4,9,0,6,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0
22939,26-Mar-19,12:10:00,20,0,0,0,0,1,0,1,0,0,0,0,6,6,0,2,0,3,0,0,0,0,0,5,12,0,0,0,0,0,0,0
22949,26-Mar-19,12:20:00,0,0,0,0,0,1,0,1,0,0,0,0,8,0,16,16,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22959,26-Mar-19,12:30:00,3,1,0,0,0,0,3,0,0,0,0,0,6,0,2,4,1,2,5,0,0,0,0,2,17,0,0,0,0,0,0,1
22969,26-Mar-19,12:40:00,1,1,0,0,0,1,0,0,0,0,0,0,6,0,9,1,10,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0
22979,26-Mar-19,12:50:00,2,3,0,0,0,0,0,0,0,0,0,0,13,0,10,4,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0
22989,26-Mar-19,13:00:00,2,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2
22999,26-Mar-19,13:10:00,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,6,0,3,0,0,0,0,0,0,0
23009,26-Mar-19,13:20:00,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0
23019,26-Mar-19,13:30:00,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,9,2,0,0,0,2,0,0,0
23029,26-Mar-19,13:40:00,0,3,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,1,0,32,0,0,0,1,0,0,0,0
23039,26-Mar-19,13:50:00,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,0
23049,26-Mar-19,14:00:00,6,2,0,0,2,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,2,0,0,4,2,2,0,0
23059,26-Mar-19,14:10:00,1,2,0,0,3,0,0,0,0,0,0,3,3,1,0,9,0,22,0,0,0,3,0,0,0,0,0,8,1,0,0,0
