Fly Activity
35
27
23
40
27
16
24
34
14
25
35
24
17
16
6
16
14
9
15
7
6
14
5
3
15
13
8
2
11
15
5
10
11
9
1
6
0
7
4
7
2
3
2
3
2
14
0
4
14
5
3
1
3
0
2
8
5
6
1
10
8
7
0
9
12
2
7
4
2
14
16
14
10
21
15
2
17
20
27
8
12
12
6
11
16
11
12
9
23
7
12
10
15
4
8
10
20
0
9
11
18
2
11
3
4
3
8
4
11
5
0
19
15
15
12
0
12
14
16
0
20
27
17
11
28
17
12
17
32
14
23
32
18
14
22
17
25
17
13
30
22
23
18
19
22
27
24
30
28
13
30
19
3
1
10
7
33
11
12
0
0
0
0
0
6
22
10
5
3
0
0
0
6
15
1
20
21
17
5
13
15
7
15
14
5
0
4
14
16
0
4
12
1
0
2
1
0
1
0
3
7
2
0
0
5
1
0
0
0
0
0
18
0
0
9
6
0
5
3
41
4
0
2
3
1
0
1
0
2
8
14
0
0
0
12
9
2
0
6
0
0
30
4
14
36
7
6
0
0
3
0
0
0
0
0
0
0
17
17
2
0
0
0
0
0
0
18
2
2
20
11
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
21
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
