Fly Activity
30
42
38
42
36
34
33
24
24
13
17
17
20
20
16
15
17
18
22
16
17
17
16
16
13
15
12
16
25
48
37
21
33
16
15
19
17
25
14
11
15
26
18
15
16
12
11
13
17
17
17
14
15
17
13
12
13
13
12
12
9
25
13
19
12
12
7
13
12
16
16
14
18
16
16
24
28
45
54
42
34
44
34
40
28
38
38
40
36
29
31
27
29
31
27
29
27
27
31
36
29
25
20
34
36
33
37
33
34
37
33
31
28
32
31
32
36
35
32
44
30
37
37
34
34
41
32
37
38
39
33
37
35
45
52
32
42
45
47
43
45
35
44
54
46
43
53
49
21
25
40
36
46
42
18
19
19
3
10
5
10
13
0
15
5
7
1
0
0
0
4
9
1
0
6
3
9
4
1
3
23
4
0
0
0
5
0
0
0
0
23
5
0
5
55
9
25
11
10
1
9
0
5
9
8
1
10
4
0
0
4
48
1
0
2
38
3
8
0
3
4
8
20
3
6
4
1
6
2
4
15
4
1
0
0
0
1
1
0
0
0
4
11
7
2
0
0
1
3
0
0
0
0
0
7
2
8
7
0
4
0
0
3
0
0
10
0
20
6
4
0
35
5
0
1
2
2
0
5
0
1
1
0
3
0
6
9
0
16
11
0
0
4
1
0
4
0
8
4
0
0
0
1
0
26
11
0
0
1
0
0
0
1
17
0
0
0
0
0
0
0
0
0
0
0
60
0
0
0
0
0
0
0
0
0
15
3
0
0
0
0
0
10
10
18
6
2
28
5
5
4
1
0
1
1
0
0
0
0
0
47
3
46
7
9
13
12
10
2
30
41
19
9
12
6
17
10
2
0
5
0
48
39
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
