track,original_slice,T_frame,X_pixel,Y_pixel,Z_slice,T_s,X_microns,Y_microns,Z_microns,speed,velocity,speed_2D
6.0,252.0,9.0,126.0,116.0,9.0,56.42999999999999,13.734,12.644,13.5,0.11131428100162367,-0.11131428100162367,0.11131428100162367
6.0,279.0,10.0,125.0,116.0,9.0,62.699999999999996,13.625,12.644,13.5,0.01738437001594896,-0.01738437001594896,0.01738437001594896
6.0,306.0,11.0,124.0,118.0,9.0,68.97,13.516,12.862,13.5,0.03887263310167098,-0.03887263310167098,0.03887263310167098
7.0,713.0,26.0,173.0,71.0,11.0,163.01999999999998,18.857,7.739,16.5,1.273636418658958,1.273636418658958,1.1803462369682343
7.0,739.0,27.0,173.0,77.0,10.0,169.29,18.857,8.393,15.0,0.26098450050335864,-0.26098450050335864,0.10430622009569392
7.0,766.0,28.0,173.0,76.0,10.0,175.56,18.857,8.284,15.0,0.01738437001594896,0.01738437001594896,0.01738437001594896
8.0,656.0,24.0,55.0,175.0,8.0,150.48,5.995,19.075,12.0,2.7201129939782667,-2.7201129939782667,2.677700919109538
8.0,683.0,25.0,80.0,156.0,8.0,156.75,8.72,17.004,12.0,0.5458802912356383,0.5458802912356383,0.5458802912356383
8.0,468.0,17.0,130.0,102.0,9.0,106.58999999999999,14.17,11.118,13.5,1.3015516569401526,1.3015516569401526,1.2793762518240364
8.0,496.0,18.0,134.0,101.0,10.0,112.85999999999999,14.606,11.009,15.0,0.24974146513306614,0.24974146513306614,0.07167759381057814
8.0,523.0,19.0,149.0,85.0,10.0,119.13,16.241,9.265,15.0,0.38126899995873725,0.38126899995873725,0.38126899995873725
8.0,550.0,20.0,169.0,57.0,10.0,125.39999999999999,18.421,6.213,15.0,0.598184021759264,0.598184021759264,0.598184021759264
9.0,117.0,4.0,52.0,191.0,9.0,25.08,5.668,20.819,13.5,3.101752503875139,-3.101752503875139,3.0925128089214695
9.0,144.0,5.0,61.0,171.0,9.0,31.349999999999998,6.649,18.639,13.5,0.38126899995873725,0.38126899995873725,0.38126899995873725
9.0,171.0,6.0,72.0,158.0,9.0,37.62,7.848,17.222,13.5,0.2960451537298208,0.2960451537298208,0.2960451537298208
9.0,171.0,6.0,70.0,158.0,9.0,37.62,7.63,17.222,13.5,0.03476874003189792,-0.03476874003189792,0.03476874003189792
9.0,198.0,7.0,71.0,158.0,9.0,43.89,7.739,17.222,13.5,0.01738437001594896,0.01738437001594896,0.01738437001594896
10.0,5011.0,185.0,161.0,82.0,16.0,1159.9499999999998,17.549,8.938,24.0,2.6453689050487563,2.6453689050487563,2.047816805315939
10.0,5038.0,186.0,128.0,109.0,16.0,1166.22,13.952,11.881,24.0,0.7412349636302185,-0.7412349636302185,0.7412349636302185
10.0,5065.0,187.0,117.0,121.0,16.0,1172.49,12.753,13.189,24.0,0.28299704066584813,-0.28299704066584813,0.28299704066584813
10.0,5090.0,188.0,117.0,121.0,14.0,1178.76,12.753,13.189,21.0,0.47846889952153115,0.0,0.0
10.0,5117.0,189.0,118.0,122.0,14.0,1185.03,12.862,13.298,21.0,0.0245852118498672,0.0245852118498672,0.0245852118498672
10.0,5144.0,190.0,111.0,135.0,14.0,1191.3,12.099,14.715,21.0,0.25667714729911334,-0.25667714729911334,0.25667714729911334
10.0,5847.0,216.0,117.0,129.0,15.0,1354.32,12.753,14.061,22.5,0.2810563947922888,0.2810563947922888,0.1475112710992032
10.0,5874.0,217.0,117.0,129.0,15.0,1360.59,12.753,14.061,22.5,0.0,0.0,0.0
10.0,5901.0,218.0,115.0,136.0,15.0,1366.86,12.535,14.824,22.5,0.12656012407202175,-0.12656012407202175,0.12656012407202175
10.0,5928.0,219.0,97.0,163.0,15.0,1373.1299999999999,10.573,17.767,22.5,0.5641221373572843,-0.5641221373572843,0.5641221373572843
10.0,5955.0,220.0,84.0,176.0,15.0,1379.3999999999999,9.156,19.184,22.5,0.3196077540482738,-0.3196077540482738,0.3196077540482738
10.0,5982.0,221.0,79.0,182.0,15.0,1385.6699999999998,8.611,19.838,22.5,0.13577627028290676,-0.13577627028290676,0.13577627028290676
10.0,6009.0,222.0,72.0,191.0,15.0,1391.9399999999998,7.848,20.819,22.5,0.198212314730153,-0.198212314730153,0.198212314730153
10.0,6036.0,223.0,78.0,192.0,15.0,1398.2099999999998,8.502,20.928,22.5,0.1057449945458544,0.1057449945458544,0.1057449945458544
10.0,6063.0,224.0,66.0,208.0,15.0,1404.48,7.194,22.672,22.5,0.3476874003189793,-0.3476874003189793,0.3476874003189793
10.0,6090.0,225.0,66.0,204.0,15.0,1410.75,7.194,22.236,22.5,0.06953748006379584,0.06953748006379584,0.06953748006379584
10.0,6117.0,226.0,68.0,207.0,15.0,1417.02,7.412,22.563,22.5,0.06268023748414249,-0.06268023748414249,0.06268023748414249
10.0,6144.0,227.0,68.0,207.0,15.0,1423.29,7.412,22.563,22.5,0.0,0.0,0.0
10.0,6171.0,228.0,69.0,206.0,15.0,1429.56,7.521,22.454,22.5,0.024585211849867002,0.024585211849867002,0.024585211849867002
12.0,6659.0,246.0,157.0,92.0,17.0,1542.4199999999998,17.113,10.028,25.5,2.5489015246313276,2.5489015246313276,2.503590720237348
12.0,6661.0,246.0,158.0,93.0,19.0,1542.4199999999998,17.222,10.137,28.5,0.47910011526929097,0.47910011526929097,0.0245852118498674
12.0,6688.0,247.0,168.0,64.0,19.0,1548.6899999999998,18.312,6.976,28.5,0.5332781243602548,0.5332781243602548,0.5332781243602548
15.0,6604.0,244.0,51.0,213.0,16.0,1529.8799999999999,5.559,23.217,24.0,3.3707034655882566,-3.3707034655882566,3.2934091387736295
15.0,6631.0,245.0,83.0,178.0,16.0,1536.1499999999999,9.047,19.402,24.0,0.8244298063479117,0.8244298063479117,0.8244298063479117
15.0,6658.0,246.0,123.0,143.0,16.0,1542.4199999999998,13.407,15.587,24.0,0.9239919406603485,0.9239919406603485,0.9239919406603485
15.0,6685.0,247.0,130.0,128.0,16.0,1548.6899999999998,14.17,13.952,24.0,0.2877625269441637,0.2877625269441637,0.2877625269441637
15.0,6659.0,246.0,157.0,91.0,17.0,1542.4199999999998,17.113,9.919,25.5,0.8314342806852665,0.8314342806852665,0.7962724666508885
15.0,6686.0,247.0,172.0,63.0,17.0,1548.6899999999998,18.748,6.867,25.5,0.5522103473669145,0.5522103473669145,0.5522103473669145
17.0,7686.0,284.0,61.0,191.0,18.0,1780.6799999999998,6.649,20.819,27.0,2.955055432981334,-2.955055432981334,2.9453555795591413
17.0,7713.0,285.0,77.0,171.0,18.0,1786.9499999999998,8.393,18.639,27.0,0.44525712400649486,0.44525712400649486,0.44525712400649486
17.0,7713.0,285.0,128.0,118.0,18.0,1786.9499999999998,13.952,12.862,27.0,1.2786673906087584,1.2786673906087584,1.2786673906087584
17.0,7740.0,286.0,155.0,77.0,18.0,1793.2199999999998,16.895,8.393,27.0,0.8534291612383156,0.8534291612383156,0.8534291612383156
17.0,7767.0,287.0,167.0,63.0,18.0,1799.4899999999998,18.203,6.867,27.0,0.3205519444481419,0.3205519444481419,0.3205519444481419
17.0,7794.0,288.0,167.0,63.0,18.0,1805.7599999999998,18.203,6.867,27.0,0.0,0.0,0.0
18.0,8658.0,320.0,51.0,203.0,18.0,2006.3999999999999,5.559,22.127,27.0,3.1607060448679367,-3.1607060448679367,3.1607060448679367
18.0,8685.0,321.0,57.0,194.0,18.0,2012.6699999999998,6.213,21.146,27.0,0.1880407124524279,0.1880407124524279,0.1880407124524279
18.0,8712.0,322.0,58.0,196.0,18.0,2018.9399999999998,6.322,21.364,27.0,0.03887263310167098,-0.03887263310167098,0.03887263310167098
18.0,8767.0,324.0,68.0,188.0,19.0,2031.4799999999998,7.412,20.492,28.5,0.3267974886255554,0.3267974886255554,0.22262856200324735
18.0,8794.0,325.0,73.0,180.0,19.0,2037.7499999999998,7.957,19.62,28.5,0.16400381872315306,0.16400381872315306,0.16400381872315306
18.0,8821.0,326.0,77.0,167.0,19.0,2044.0199999999998,8.393,18.203,28.5,0.23645299608487483,0.23645299608487483,0.23645299608487483
18.0,8848.0,327.0,80.0,169.0,19.0,2050.29,8.72,18.421,28.5,0.06268023748414271,0.06268023748414271,0.06268023748414271
18.0,8929.0,330.0,82.0,170.0,19.0,2069.1,8.938,18.53,28.5,0.03887263310167111,0.03887263310167111,0.03887263310167111
18.0,8956.0,331.0,86.0,167.0,19.0,2075.37,9.374,18.203,28.5,0.08692185007974498,0.08692185007974498,0.08692185007974498
18.0,8983.0,332.0,95.0,157.0,19.0,2081.64,10.355,17.113,28.5,0.23388277848979813,0.23388277848979813,0.23388277848979813
18.0,9010.0,333.0,103.0,147.0,19.0,2087.91,11.227,16.023,28.5,0.22262856200324735,0.22262856200324735,0.22262856200324735
18.0,9037.0,334.0,114.0,134.0,19.0,2094.18,12.426,14.606,28.5,0.296045153729821,0.296045153729821,0.296045153729821
18.0,9064.0,335.0,123.0,125.0,19.0,2100.45,13.407,13.625,28.5,0.2212669066488048,0.2212669066488048,0.2212669066488048
18.0,9091.0,336.0,125.0,104.0,19.0,2106.72,13.625,11.336,28.5,0.36672368723452303,0.36672368723452303,0.36672368723452303
18.0,9118.0,337.0,126.0,97.0,19.0,2112.99,13.734,10.573,28.5,0.122926059249336,0.122926059249336,0.122926059249336
18.0,9145.0,338.0,119.0,94.0,19.0,2119.2599999999998,12.971,10.246,28.5,0.13239541762985102,-0.13239541762985102,0.13239541762985102
19.0,9659.0,357.0,127.0,119.0,20.0,2238.39,13.843,12.971,30.0,0.5152282669060078,-0.5152282669060078,0.4563190167707588
19.0,9686.0,358.0,139.0,97.0,20.0,2244.66,15.151,10.573,30.0,0.43565106392007713,0.43565106392007713,0.43565106392007713
19.0,9713.0,359.0,153.0,87.0,20.0,2250.93,16.677,9.483,30.0,0.299092010879632,0.299092010879632,0.299092010879632
19.0,9740.0,360.0,170.0,67.0,20.0,2257.2,18.53,7.303,30.0,0.4563190167707591,0.4563190167707591,0.4563190167707591
19.0,9767.0,361.0,172.0,62.0,20.0,2263.47,18.748,6.758,30.0,0.09361769760409265,0.09361769760409265,0.09361769760409265
20.0,9740.0,360.0,174.0,67.0,20.0,2257.2,18.966,7.303,30.0,0.09361769760409265,-0.09361769760409265,0.09361769760409265
20.0,9767.0,361.0,174.0,65.0,20.0,2263.47,18.966,7.085,30.0,0.03476874003189792,0.03476874003189792,0.03476874003189792
20.0,9794.0,362.0,168.0,68.0,20.0,2269.74,18.312,7.412,30.0,0.11661789930501294,-0.11661789930501294,0.11661789930501294
20.0,9956.0,368.0,170.0,64.0,20.0,2307.3599999999997,18.53,6.976,30.0,0.07774526620334196,0.07774526620334196,0.07774526620334196
20.0,9983.0,369.0,170.0,66.0,20.0,2313.6299999999997,18.53,7.194,30.0,0.03476874003189792,-0.03476874003189792,0.03476874003189792
20.0,10010.0,370.0,153.0,89.0,20.0,2319.8999999999996,16.677,9.701,30.0,0.4972051392096286,-0.4972051392096286,0.4972051392096286
20.0,10037.0,371.0,159.0,86.0,20.0,2326.1699999999996,17.331,9.374,30.0,0.11661789930501294,0.11661789930501294,0.11661789930501294
20.0,10064.0,372.0,161.0,84.0,20.0,2332.44,17.549,9.156,30.0,0.0491704236997344,0.0491704236997344,0.0491704236997344
20.0,10091.0,373.0,162.0,81.0,20.0,2338.71,17.658,8.829,30.0,0.054974204937536505,0.054974204937536505,0.054974204937536505
20.0,10118.0,374.0,166.0,83.0,20.0,2344.98,18.094,9.047,30.0,0.07774526620334196,0.07774526620334196,0.07774526620334196
20.0,10145.0,375.0,161.0,90.0,20.0,2351.25,17.549,9.81,30.0,0.14954600543981617,-0.14954600543981617,0.14954600543981617
20.0,10172.0,376.0,157.0,82.0,20.0,2357.52,17.113,8.938,30.0,0.15549053240668392,0.15549053240668392,0.15549053240668392
20.0,10199.0,377.0,165.0,73.0,20.0,2363.79,17.985,7.957,30.0,0.20933553573977046,0.20933553573977046,0.20933553573977046
20.0,10226.0,378.0,168.0,70.0,20.0,2370.06,18.312,7.63,30.0,0.07375563554960181,0.07375563554960181,0.07375563554960181
20.0,10253.0,379.0,164.0,78.0,20.0,2376.33,17.876,8.502,30.0,0.15549053240668406,-0.15549053240668406,0.15549053240668406
20.0,10280.0,380.0,169.0,72.0,20.0,2382.6,18.421,7.848,30.0,0.13577627028290667,0.13577627028290667,0.13577627028290667
20.0,10307.0,381.0,170.0,65.0,20.0,2388.87,18.53,7.085,30.0,0.12292605924933604,0.12292605924933604,0.12292605924933604
20.0,10334.0,382.0,170.0,68.0,20.0,2395.14,18.53,7.412,30.0,0.05215311004784689,-0.05215311004784689,0.05215311004784689
22.0,11198.0,414.0,88.0,185.0,20.0,2595.7799999999997,9.592,20.165,30.0,2.4837757059646406,-2.4837757059646406,2.4837757059646406
22.0,11225.0,415.0,93.0,183.0,20.0,2602.0499999999997,10.137,19.947,30.0,0.09361769760409265,0.09361769760409265,0.09361769760409265
22.0,11225.0,415.0,123.0,154.0,20.0,2602.0499999999997,13.407,16.786,30.0,0.7253679167169796,0.7253679167169796,0.7253679167169796
22.0,11252.0,416.0,126.0,145.0,20.0,2608.3199999999997,13.734,15.805,30.0,0.16492261481260953,0.16492261481260953,0.16492261481260953
22.0,11280.0,417.0,150.0,125.0,21.0,2614.5899999999997,16.35,13.625,31.5,0.5934612465050498,0.5934612465050498,0.5431050811316273
22.0,11307.0,418.0,153.0,122.0,21.0,2620.8599999999997,16.677,13.298,31.5,0.0737556355496014,0.0737556355496014,0.0737556355496014
22.0,11334.0,419.0,156.0,117.0,21.0,2627.1299999999997,17.004,12.753,31.5,0.10136742528518956,0.10136742528518956,0.10136742528518956
22.0,11334.0,419.0,179.0,98.0,21.0,2627.1299999999997,19.511,10.682,31.5,0.5186256121305313,0.5186256121305313,0.5186256121305313
23.0,9902.0,366.0,125.0,105.0,20.0,2294.8199999999997,13.625,11.445,30.0,0.9763731424393096,-0.9763731424393096,0.9466104749708172
23.0,9929.0,367.0,160.0,81.0,20.0,2301.0899999999997,17.44,8.829,30.0,0.7377612038142269,0.7377612038142269,0.7377612038142269
23.0,9956.0,368.0,161.0,71.0,20.0,2307.3599999999997,17.549,7.739,30.0,0.1747107564118306,0.1747107564118306,0.1747107564118306
23.0,9983.0,369.0,162.0,65.0,20.0,2313.6299999999997,17.658,7.085,30.0,0.10574499454585425,0.10574499454585425,0.10574499454585425
23.0,10010.0,370.0,168.0,64.0,20.0,2319.8999999999996,18.312,6.976,30.0,0.1057449945458542,0.1057449945458542,0.1057449945458542
24.0,11225.0,415.0,82.0,191.0,20.0,2602.0499999999997,8.938,20.819,30.0,2.666390621801274,-2.666390621801274,2.666390621801274
24.0,11252.0,416.0,125.0,144.0,20.0,2608.3199999999997,13.625,15.696,30.0,1.1074266702653879,1.1074266702653879,1.1074266702653879
24.0,11279.0,417.0,141.0,130.0,20.0,2614.5899999999997,15.369,14.17,30.0,0.3695967762641393,0.3695967762641393,0.3695967762641393
24.0,11306.0,418.0,156.0,116.0,20.0,2620.8599999999997,17.004,12.644,30.0,0.35669745033914974,0.35669745033914974,0.35669745033914974
24.0,11333.0,419.0,154.0,120.0,20.0,2627.1299999999997,16.786,13.08,30.0,0.07774526620334196,-0.07774526620334196,0.07774526620334196
24.0,11360.0,420.0,154.0,112.0,20.0,2633.3999999999996,16.786,12.208,30.0,0.13907496012759168,0.13907496012759168,0.13907496012759168
24.0,11387.0,421.0,128.0,143.0,20.0,2639.6699999999996,13.952,15.587,30.0,0.7033691187660882,-0.7033691187660882,0.7033691187660882
24.0,11414.0,422.0,144.0,126.0,20.0,2645.9399999999996,15.696,13.734,30.0,0.4058422043898673,0.4058422043898673,0.4058422043898673
24.0,11307.0,418.0,16.0,190.0,21.0,2620.8599999999997,1.744,20.71,31.5,2.4993245833603783,-2.4993245833603783,2.487848518506943
25.0,10875.0,402.0,158.0,75.0,21.0,2520.54,17.222,8.175,31.5,3.176586333929592,3.176586333929592,3.176586333929592
25.0,10902.0,403.0,135.0,107.0,21.0,2526.81,14.715,11.663,31.5,0.6850853569317212,-0.6850853569317212,0.6850853569317212
25.0,10929.0,404.0,128.0,114.0,21.0,2533.08,13.952,12.426,31.5,0.1720964829490704,-0.1720964829490704,0.1720964829490704
25.0,10956.0,405.0,123.0,126.0,21.0,2539.35,13.407,13.734,31.5,0.2259968102073365,-0.2259968102073365,0.2259968102073365
25.0,11009.0,407.0,119.0,146.0,20.0,2551.89,12.971,15.914,30.0,0.4277325232274595,-0.4277325232274595,0.35457296777136427
25.0,11036.0,408.0,108.0,150.0,20.0,2558.16,11.772,16.35,30.0,0.20347883417359486,-0.20347883417359486,0.20347883417359486
25.0,11199.0,414.0,67.0,195.0,21.0,2595.7799999999997,7.303,21.255,31.5,1.085010049274991,-1.085010049274991,1.058306989996467
25.0,11226.0,415.0,60.0,201.0,21.0,2602.0499999999997,6.54,21.909,31.5,0.16027597222407092,-0.16027597222407092,0.16027597222407092
25.0,11253.0,416.0,62.0,199.0,21.0,2608.3199999999997,6.758,21.691,31.5,0.0491704236997344,0.0491704236997344,0.0491704236997344
26.0,11199.0,414.0,65.0,199.0,21.0,2595.7799999999997,7.085,21.691,31.5,0.05215311004784689,0.05215311004784689,0.05215311004784689
26.0,11226.0,415.0,81.0,169.0,21.0,2602.0499999999997,8.829,18.421,31.5,0.5910685805422647,0.5910685805422647,0.5910685805422647
26.0,11253.0,416.0,121.0,142.0,21.0,2608.3199999999997,13.189,15.478,31.5,0.8389647258752716,0.8389647258752716,0.8389647258752716
26.0,11280.0,417.0,153.0,94.0,21.0,2614.5899999999997,16.677,10.246,31.5,1.0028837997462834,1.0028837997462834,1.0028837997462834
26.0,11307.0,418.0,175.0,61.0,21.0,2620.8599999999997,19.075,6.649,31.5,0.6894826123255701,0.6894826123255701,0.6894826123255701
27.0,9875.0,365.0,128.0,112.0,20.0,2288.5499999999997,13.952,12.208,30.0,1.2291841299202053,-1.2291841299202053,1.2056784410842536
27.0,9902.0,366.0,134.0,111.0,20.0,2294.8199999999997,14.606,12.099,30.0,0.1057449945458542,0.1057449945458542,0.1057449945458542
27.0,9929.0,367.0,162.0,80.0,20.0,2301.0899999999997,17.658,8.72,30.0,0.7262007159771583,0.7262007159771583,0.7262007159771583
27.0,9956.0,368.0,164.0,65.0,20.0,2307.3599999999997,17.876,7.085,30.0,0.2630732549594817,0.2630732549594817,0.2630732549594817
29.0,11308.0,418.0,13.0,198.0,22.0,2620.8599999999997,1.417,21.582,33.0,3.5306757595513583,-3.5306757595513583,3.4981050343399085
29.0,11252.0,416.0,125.0,145.0,20.0,2608.3199999999997,13.625,15.805,30.0,2.206549265672824,2.206549265672824,2.1540490184840118
29.0,11280.0,417.0,155.0,94.0,21.0,2614.5899999999997,16.895,10.246,31.5,1.0560740794343815,1.0560740794343815,1.0286201141825102
29.0,11307.0,418.0,161.0,65.0,21.0,2620.8599999999997,17.549,7.085,31.5,0.5148239634930567,0.5148239634930567,0.5148239634930567
30.0,12252.0,453.0,104.0,169.0,21.0,2840.31,11.336,18.421,31.5,2.0617159243638046,-2.0617159243638046,2.0617159243638046
30.0,12280.0,454.0,136.0,131.0,22.0,2846.58,14.824,14.279,33.0,0.896160142950831,0.896160142950831,0.8636375859475534
30.0,12551.0,464.0,156.0,77.0,23.0,2909.2799999999997,17.004,8.393,34.5,1.0292630576755695,1.0292630576755695,1.0010740831443627
30.0,12578.0,465.0,166.0,58.0,23.0,2915.5499999999997,18.094,6.322,34.5,0.373258253642846,0.373258253642846,0.373258253642846
